时间,价格,数量,买卖方向
9:37:22,9.19,38,BC
9:37:22,9.4,10,2S
9:37:23,9.19,5,2S
9:37:23,9.19,20,2B
9:37:23,9.23,30,2S
9:37:24,9.2,10,2B
9:37:24,9.2,140,2B
9:37:24,9.24,16.4,2S
9:37:24,9.19,1,2S
9:37:24,9.19,572,BC
9:37:24,9.2,1,2S
9:37:25,9.16,12,2B
9:37:25,9.35,15,2S
9:37:25,9.19,10,2S
9:37:25,9.23,5,SC
9:37:25,9.12,21,2B
9:37:25,9.25,5,2S
9:37:25,9.2,51,2B
9:37:25,9.29,3,2S
9:37:25,9,2,2B
9:37:26,9.15,7,2B
9:37:26,9.24,10,2S
9:37:26,9.2,10,2S
9:37:27,9.19,3,2S
9:37:27,9.21,25,2S
9:37:27,9.4,5,2S
9:37:28,9.19,1.4,2S
9:37:28,9.18,6,2B
9:37:28,9.19,10,2B
9:37:28,9.2,1,2S
9:37:28,9.89,50,2S
9:37:29,9.2,572,2B
9:37:29,9.3,2,2S
9:37:30,9.18,14,2S
9:37:30,9.2,30,2B
9:37:30,9.19,11,2S
9:37:30,9.22,50,2S
9:37:31,9.68,3,2S
9:37:31,9.3,2,2S
9:37:31,9.2,7,2B
9:37:31,9.2,200,2B
9:37:31,9.2,29,2B
9:37:32,9.19,30,2B
9:37:32,9.28,20,2S
9:37:32,9.2,171,2S
9:37:33,9.2,4,2B
9:37:33,9.13,200,2B
9:37:33,9.35,25,SC
9:37:33,9.2,38,2B
9:37:33,9.15,10,2B
9:37:33,9.18,70,2B
9:37:33,8.8,10,2B
9:37:33,9.24,409,SC
9:37:33,9.45,10,2S
9:37:33,9.21,5,SC
9:37:34,9.48,68,2S
9:37:34,9.2,29,2B
9:37:34,9.24,15,2S
9:37:34,9.15,8,2B
9:37:34,9.88,60,2S
9:37:34,9.19,22,BC
9:37:34,10.05,20,2S
9:37:34,9.38,68,2B
9:37:34,9.18,10,2B
9:37:35,9.2,50,2B
9:37:35,9.19,5,2S
9:37:35,9.18,3,2B
9:37:35,9.19,3,2B
9:37:35,9.25,10,2S
9:37:36,9.2,10,2S
9:37:36,9.11,4,2B
9:37:36,9.19,10,2S
9:37:36,9.16,4,2B
9:37:36,9.19,18,2B
9:37:36,9.19,6,2B
9:37:36,9.17,405,BC
9:37:37,9.19,224,2S
9:37:37,9.19,1,2B
9:37:38,9.2,10,2S
9:37:38,9.19,9,2B
9:37:38,9.2,4,2B
9:37:38,9.2,5,2S
9:37:38,9.19,100,2S
9:37:39,9.3,20,2S
9:37:39,9.19,10,2B
9:37:39,9.2,22,2B
9:37:40,9.24,10,SC
9:37:40,9.22,10,2S
9:37:40,9.28,2,2S
9:37:40,9.05,10,2B
9:37:40,8.96,23,2B
9:37:41,9.19,25,2B
9:37:41,9.19,54,2B
9:37:41,9.2,200,2S
9:37:43,9.25,5,2S
9:37:43,10.11,5,2S
9:37:44,9.19,1,2S
9:37:44,9.25,5,2S
9:37:44,9.2,10,2S
9:37:44,9.17,1,2B
9:37:44,9.2,1,2B
9:37:45,9.23,10,2S
9:37:45,9.21,20,SC
9:37:45,9.29,10,2S
9:37:45,9.2,1,2S
9:37:45,9.2,540,2B
9:37:45,9.19,101,2B
9:37:45,9.23,100,SC
9:37:46,9.18,20,2B
9:37:46,9.21,93,2S
9:37:46,9.25,10,2S
9:37:46,9.35,5,2S
9:37:46,9.2,10,2B
9:37:47,9.2,500,2B
9:37:47,10.1,1,2S
9:37:47,9.1,2,2B
9:37:48,9.23,50,2S
9:37:48,9.19,100,2B
9:37:48,9.17,19,2B
9:37:48,9.19,1,2S
9:37:48,9.13,55,2B
9:37:49,9.27,5,SC
9:37:50,9.04,40,2B
9:37:50,9.28,2,2S
9:37:50,9.19,242,2B
9:37:50,9.25,10,2S
9:37:50,9.4,20,2S
9:37:51,9.21,1,2S
9:37:51,9.19,22,2B
9:37:51,9.2,10,2S
9:37:51,9.2,22,2B
9:37:51,9.2,8,2B
9:37:51,9.23,2,2S
9:37:51,9.17,60,BC
9:37:52,9.2,20,2B
9:37:52,9.21,30,2B
9:37:52,9.3,100,2S
9:37:52,9.22,110,2S
9:37:53,9.36,2,2S
9:37:54,9.23,100,SC
9:37:54,9.2,200,2S
9:37:54,9.18,1,2B
9:37:54,9.2,30,2S
9:37:54,8.53,50,2B
9:37:55,9.21,6.2,SC
9:37:55,9.19,6,2B
9:37:55,9.2,108,2B
9:37:55,9.22,100,2S
9:37:56,10.12,108,2S
9:37:56,9.21,50,2S
9:37:56,9.21,3,2S
9:37:56,9.18,10,BC
9:37:56,9.23,10,2S
9:37:57,9.1,1,2B
9:37:57,9.2,13,2S
9:37:57,9.88,10,2S
9:37:57,10.12,12,2S
9:37:57,9.19,50,2B
9:37:57,9.23,1,SC
9:37:58,9.2,2,2B
9:37:58,9.25,4,2S
9:37:58,9.24,5,SC
9:37:58,9.22,50,2S
9:37:59,9.33,5,2S
9:37:59,9.2,330,2B
9:37:59,9.2,30,2S
9:38:00,9.2,7,2B
9:38:00,9.05,6,2B
9:38:00,9.23,10,2S
9:38:01,9.13,10,2B
9:38:01,9.3,25,2S
9:38:01,9.19,18,2S
9:38:01,9,30,2B
9:38:02,9.29,37,2S
9:38:02,9.7,17.6,2S
9:38:02,9.2,50,2B
9:38:02,9.21,4,2B
9:38:03,9.2,13,2S
9:38:03,9.33,30,2S
9:38:03,9.2,479,2S
9:38:03,9.2,121,2S
9:38:03,9.85,75,2S
9:38:04,9.21,5,2S
9:38:04,9.19,42,2S
9:38:04,9.25,5,2S
9:38:04,9.21,20,2S
9:38:05,9.24,50,2S
9:38:05,10.05,23,2S
9:38:05,9.32,844,2S
9:38:05,9.21,15,2B
9:38:05,8.98,10,2B
9:38:05,9.5,28,2S
9:38:05,9.2,100,2S
9:38:05,9.2,6.2,2S
9:38:05,9.22,11,2S
9:38:06,9.55,6,2S
9:38:06,9.26,50,2S
9:38:07,9.19,30,2B
9:38:07,9.2,20,2B
9:38:08,9.19,10,2B
9:38:08,9.1,47,2B
9:38:08,9.2,12,2S
9:38:08,9.19,3,2B
9:38:09,9.21,1,2B
9:38:09,9.21,2,2B
9:38:10,9.21,60,2B
9:38:10,9.23,24.89,2S
9:38:10,9.3,4,2S
9:38:11,9.5,100,2S
9:38:11,9.2,10,2S
9:38:11,9.17,6,2B
9:38:12,9.5,1,2S
9:38:12,10,10,2S
9:38:13,9.25,12,2S
9:38:13,9.23,4,2S
9:38:13,9.4,200,2S
9:38:13,9.2,10,2S
9:38:13,9.2,14,2S
9:38:13,9.19,100,2B
9:38:13,10.12,8,2S
9:38:13,9.16,407,BC
9:38:13,9.21,5,2S
9:38:13,9.22,25,2S
9:38:14,9.2,8,2B
9:38:14,9.23,77,2B
9:38:14,9.29,50,2S
9:38:14,9.23,10,SC
9:38:14,9.17,5,2B
9:38:14,9.2,1,2S
9:38:15,9.1,10,2B
9:38:15,9.2,16,2S
9:38:15,9.17,10,2B
9:38:16,9.22,10,SC
9:38:16,9.19,10,2B
9:38:16,9.23,40,2S
9:38:16,9.2,40,2B
9:38:16,9.21,2,2B
9:38:16,9.2,100,2S
9:38:16,9.21,1,2B
9:38:16,9.35,2,2S
9:38:17,9.08,17,2B
9:38:17,9.2,1,2S
9:38:17,8.9,20,2B
9:38:17,9.2,162,2S
9:38:17,9.2,638,2S
9:38:18,9.21,1,SC
9:38:18,9.2,6,2S
9:38:18,9.2,10,2S
9:38:19,9.21,25,2S
9:38:19,9.2,13,2S
9:38:19,9.23,10,2S
9:38:20,9.23,21,2S
9:38:20,9.61,113,2S
9:38:20,9.22,40,2S
9:38:21,9.2,1,2S
9:38:21,9.2,1,2S
9:38:21,9.6,20,2S
9:38:21,9.2,1020,2B
9:38:21,9.2,54,2B
9:38:21,9.2,24,2S
9:38:21,9.26,230,2S
9:38:22,9.29,50,2S
9:38:23,9.54,10,2S
9:38:23,9.2,1022,2B
9:38:23,9.22,20,2S
9:38:23,9.1,4,2B
9:38:23,9.19,126,2B
9:38:23,9.2,50,2S
9:38:24,9.21,20,2S
9:38:24,8.85,15,2B
9:38:25,9.21,91,2S
9:38:25,9.21,15,2B
9:38:25,9.1,12,BC
9:38:25,9.2,2,2B
9:38:26,9.21,100,2S
9:38:26,9.21,200,2S
9:38:27,9.18,7,2B
9:38:27,9.22,10,SC
9:38:28,9.19,25,BC
9:38:28,9.22,15,2S
9:38:28,9.2,15,2B
9:38:29,9.11,10,2B
9:38:29,9.22,17,2B
9:38:29,9.22,49,2S
9:38:30,9.28,10,2S
9:38:30,9.2,1,2S
9:38:30,9.25,10,2S
9:38:30,9.2,10,2S
9:38:31,9.21,7,2B
9:38:31,10.12,9,2S
9:38:31,9.2,2,2S
9:38:32,9.2,10,2B
9:38:32,9.5,2,2S
9:38:32,9.46,2,2S
9:38:32,9.25,20,2S
9:38:32,9.21,5,2B
9:38:32,9.22,20,SC
9:38:32,9.23,300,SC
9:38:32,8.66,10,2B
9:38:33,9.25,25,2S
9:38:33,9.22,10,2S
9:38:33,9.19,50,2S
9:38:33,9.13,200,2B
9:38:33,9.1,2,BC
9:38:34,9.2,9,2B
9:38:34,9.2,153,2B
9:38:34,9.22,50,2S
9:38:34,9.21,40,SC
9:38:34,9,4,2B
9:38:34,9.2,306,2B
9:38:34,9.2,17,2B
9:38:34,9.2,108,2B
9:38:35,9.36,22,2S
9:38:35,9.28,10,2S
9:38:35,9.3,2,2S
9:38:35,9.28,10,2S
9:38:35,9.2,2,2S
9:38:35,9.3,5,2S
9:38:35,9.2,15,2B
9:38:36,9.3,10,2S
9:38:36,9.5,40,2S
9:38:36,9.3,50,2S
9:38:36,9.48,36,2S
9:38:37,0,14,1B
9:38:37,0,264,1B
9:38:37,9.22,4,2B
9:38:38,9.35,10,2S
9:38:38,9.21,100,2B
9:38:38,9.26,4,2S
9:38:38,9.8,138.24,2S
9:38:39,9.36,27,2S
9:38:39,9.3,5,2S
9:38:39,9.21,30,2B
9:38:39,9.23,10,SC
9:38:39,0,780,1B
9:38:39,0,41,1B
9:38:39,9.2,10,2S
9:38:39,9.23,5,2S
9:38:39,9.2,100,2S
9:38:40,9.45,12,2S
9:38:40,9.29,10,2S
9:38:40,9.2,11,2S
9:38:40,9.22,3,2S
9:38:40,9.19,10,BC
9:38:41,9.2,200,2S
9:38:41,9.2,6,2S
9:38:41,9.2,400,2B
9:38:42,9.25,5,2S
9:38:42,9.36,17,2S
9:38:42,9.2,5,2B
9:38:43,0,105,1B
9:38:43,0,6,1B
9:38:43,0,66,1B
9:38:43,0,4,1B
9:38:43,9.58,3,2S
9:38:43,9.2,10,2B
9:38:44,9.31,50,2S
9:38:44,9.2,1,2S
9:38:44,9.23,10,2S
9:38:45,9.18,405,2B
9:38:45,9.85,10,2S
9:38:45,9.2,2,2S
9:38:45,9.35,4,2S
9:38:45,9.21,9,2S
9:38:46,9.19,207,2B
9:38:46,9.1,100,2B
9:38:46,9.28,10,2S
9:38:46,9.11,100,2B
9:38:46,9.33,10,2S
9:38:46,9.18,1325,BC
9:38:46,9.18,73,BC
9:38:46,9.18,37,BC
9:38:46,9.2,9,BC
9:38:46,9.2,17,BC
9:38:46,9.18,663,BC
9:38:46,9.2,153,BC
9:38:46,9.2,306,BC
9:38:47,9.22,24,2S
9:38:47,9.2,11,2B
9:38:48,9.21,5,2B
9:38:48,9.19,11,2B
9:38:49,9.22,40,SC
9:38:49,9.22,167,2S
9:38:49,9.21,10,2S
9:38:49,10.12,10,2S
9:38:49,9.2,1,2S
9:38:50,9.2,5,2B
9:38:50,9.04,10,BC
9:38:50,9.21,7,2B
9:38:50,9.35,4,2S
9:38:50,9.19,30,2B
9:38:51,9.21,20,2B
9:38:51,9.21,1,2S
9:38:51,9.4,3,2S
9:38:52,9.2,59,2B
9:38:52,9.22,79.86,2S
9:38:52,9.19,20,2B
9:38:53,9.18,2664,BC
9:38:53,9.38,2,2S
9:38:53,9.8,12.8,2S
9:38:54,9.19,6,BC
9:38:54,9.21,1,2S
9:38:54,9.21,2,2S
9:38:54,9.21,2,2S
9:38:54,9.22,14,2S
9:38:55,9.5,30,2S
9:38:55,9.18,10,2B
9:38:55,9.11,5,2B
9:38:56,9.3,10,2S
9:38:56,9.37,1000,2S
9:38:56,9.22,60,SC
9:38:57,9.21,1,2S
9:38:57,9.25,33,2S
9:38:57,9.22,9,2S
9:38:58,9.3,20,2S
9:38:58,9.2,11,2S
9:38:59,9.19,5,2B
9:38:59,9.15,50,2B
9:38:59,9.22,3,2B
9:38:59,9.26,10,2S
9:38:59,9.69,3,2S
9:38:59,9.3,10,2S
9:39:00,9.19,7,BC
9:39:00,9.21,7,2B
9:39:00,9.22,10,2S
9:39:00,9.21,7,2B
9:39:00,9.21,100,2B
9:39:00,9.25,5,2S
9:39:00,9.21,4,2B
9:39:01,9.2,41,2S
9:39:01,9.26,10,2S
9:39:01,9.21,4,2S
9:39:01,9.3,3,2S
9:39:01,9.23,10,SC
9:39:02,9.17,19,BC
9:39:02,9.21,10,2S
9:39:02,9.29,5,2S
9:39:02,9.21,47,2B
9:39:03,9.2,1,2S
9:39:03,9.2,2,2B
9:39:03,9.21,5,2S
9:39:04,9.21,1,2S
9:39:04,9.21,4,2B
9:39:04,9.2,10,2B
9:39:04,9.2,5,2S
9:39:05,9.36,10,2S
9:39:05,9.2,50,2B
9:39:05,9.22,20,2S
9:39:05,9.21,31,2B
9:39:05,9.25,2,2S
9:39:06,9.23,20,2S
9:39:06,9.22,16,2S
9:39:06,9.08,10,2B
9:39:06,9.21,20,2S
9:39:06,9.08,6,2B
9:39:07,9.21,2,2S
9:39:07,9.42,50,2S
9:39:07,9.21,20,2S
9:39:07,9.26,10,2S
9:39:07,9.5,4.4,2S
9:39:07,9.23,2,2S
9:39:08,9.23,5,SC
9:39:08,9.21,11,2B
9:39:08,9.23,325,SC
9:39:09,9.2,109,2S
9:39:09,9.24,39.6,2S
9:39:09,9.3,3,SC
9:39:09,9.19,30,2S
9:39:09,9.8,4,2S
9:39:10,9.24,100,2S
9:39:10,9.33,200,2S
9:39:10,9.21,5,2B
9:39:10,9.21,9,2B
9:39:10,9.27,10,2S
9:39:11,9.33,109,2S
9:39:12,9.52,1,2S
9:39:12,9.03,500,BC
9:39:12,9.18,50,2B
9:39:12,9.2,26,2S
9:39:13,9.18,2,2B
9:39:13,9.2,67,2B
9:39:13,9.22,5,2S
9:39:13,9.21,10,2S
9:39:14,9.35,5,2S
9:39:14,9.21,49,2S
9:39:14,9.23,12,2S
9:39:14,9.28,10,2S
9:39:14,8.6,51,2B
9:39:14,9.22,94,2S
9:39:14,9.19,500,2B
9:39:14,9.22,5,2S
9:39:15,9.28,50,2S
9:39:15,9.19,6,BC
9:39:15,9.26,3,2S
9:39:15,9.2,11,2B
9:39:16,9.2,15,2S
9:39:16,9.21,10,2B
9:39:16,9.21,34,2B
9:39:16,9.17,3,2B
9:39:17,9.2,40,2S
9:39:17,9.31,20,2S
9:39:17,9.22,13,2S
9:39:17,9.21,96,2B
9:39:17,9.22,10,2S
9:39:18,9.3,20,2S
9:39:18,9.25,20,2S
9:39:19,9.23,12,2S
9:39:19,9.2,10,2B
9:39:19,9.21,24,2S
9:39:19,9.2,13,2S
9:39:19,9.2,100,2B
9:39:19,9.19,126,BC
9:39:20,10.1,8,2S
9:39:20,9.25,10,2S
9:39:20,9.2,13,2B
9:39:20,9.21,200,2S
9:39:20,9.52,1,SC
9:39:21,9.9,4,2S
9:39:21,9.27,30,2S
9:39:22,9.21,200,SC
9:39:22,9.58,20,2S
9:39:22,9.2,5,2S
9:39:22,9.1,2,2B
9:39:22,10.1,10,2S
9:39:22,9.25,20,2S
9:39:22,9.42,150,2S
9:39:22,9.2,100,2B
9:39:22,9.16,5,2S
9:39:23,10.11,1,2S
9:39:23,9.58,2.4,2S
9:39:23,9.21,20,2B
9:39:23,9.52,10,2S
9:39:23,9.2,11,2S
9:39:24,9.31,10,2S
9:39:24,9.2,162,2S
9:39:24,9.2,638,2S
9:39:24,9.28,10,2S
9:39:24,10.1,25,2S
9:39:24,9.21,3,2B
9:39:25,9.22,157,SC
9:39:25,9.3,10,2S
9:39:25,9.2,8,2B
9:39:25,9.3,5,SC
9:39:26,9.22,314,SC
9:39:26,9.21,142,2S
9:39:26,9.22,18,2B
9:39:27,9.2,20,2B
9:39:27,9.2,2,2B
9:39:27,9.35,20,2S
9:39:27,9.21,21,2S
9:39:27,9.29,39,2S
9:39:27,9.58,3,2S
9:39:27,9.35,20,2S
9:39:28,9.21,3,2S
9:39:28,9.62,10,2S
9:39:28,9.35,68,SC
9:39:28,9.21,18,2S
9:39:28,9.38,11,2S
9:39:29,9.88,30,2S
9:39:29,10.1,12,2S
9:39:29,9.33,10,2S
9:39:30,9.21,10,2B
9:39:30,9.26,325,2S
9:39:30,9.21,14,2S
9:39:30,9.3,73,2S
9:39:30,9.2,10,2S
9:39:31,9.2,10,2S
9:39:31,9.2,2665,2B
9:39:31,9.38,10,2S
9:39:31,9.24,1,2S
9:39:31,9.21,7,2B
9:39:31,9.2,10,2B
9:39:31,9.21,4,2B
9:39:31,9.2,7,2B
9:39:32,9.37,20,2S
9:39:32,9.16,100,2B
9:39:32,9.23,4,2S
9:39:33,9.21,100,2S
9:39:33,9.21,1,2S
9:39:33,9.17,21,BC
9:39:33,9.21,12,2S
9:39:34,9.21,26,2S
9:39:34,9.25,2,2S
9:39:34,9.22,2,2S
9:39:34,9.22,6,2S
9:39:34,9.21,30,2S
9:39:34,9.22,10,SC
9:39:34,9.21,6,2S
9:39:35,9.21,11,2S
9:39:35,9.4,109,2S
9:39:35,9.3,20,2S
9:39:36,9.23,32,2S
9:39:36,9.59,1,2S
9:39:36,9.38,30,2S
9:39:36,10.12,12,2S
9:39:37,9.2,150,2B
9:39:38,9.28,5,2S
9:39:38,9.21,200,SC
9:39:38,9.6,62,2S
9:39:38,9.48,120,2S
9:39:38,9.27,1,2S
9:39:38,9.25,58,2S
9:39:39,9.21,1,2S
9:39:39,9.29,100,2S
9:39:39,9.42,20,2S
9:39:40,9.58,1,2S
9:39:40,9.1,300,2B
9:39:40,9.22,21,2S
9:39:40,9.21,100,2B
9:39:40,9.23,55,SC
9:39:40,9.2,100,2B
9:39:41,9.22,2,2S
9:39:41,9.25,1,2S
9:39:41,9.1,12,2B
9:39:41,9.38,3,2S
9:39:42,9.25,20,2S
9:39:42,10.12,10,2S
9:39:43,9.18,10,2B
9:39:44,9.29,10,2S
9:39:44,9.2,480,2S
9:39:44,9.43,100,2S
9:39:44,9.21,38,2B
9:39:44,9.3,12,2S
9:39:45,9.57,1,2S
9:39:45,9.2,22,2S
9:39:45,9.06,50,2B
9:39:45,9.23,42,2S
9:39:46,9.21,4,2B
9:39:46,9.21,50,2S
9:39:47,9.22,142,2S
9:39:47,9.23,21,SC
9:39:47,9.21,12,2B
9:39:47,9.23,20,SC
9:39:48,9.15,10,2B
9:39:48,9.18,10,2B
9:39:48,9.21,200,SC
9:39:49,9.41,2,2S
9:39:49,9.21,10,2B
9:39:49,9.2,10,2S
9:39:50,9.56,1,2S
9:39:50,9.22,10,2S
9:39:50,9.4,10,2S
9:39:51,9.18,5,2B
9:39:51,9.24,200,2S
9:39:51,9.2,3,2B
9:39:51,9.6,3,2S
9:39:51,9.2,1.08,2S
9:39:51,9.22,20,SC
9:39:51,9.5,10,2S
9:39:52,9.2,20,2S
9:39:52,9.31,6,2S
9:39:53,9.21,2,2S
9:39:53,9.22,5,2S
9:39:53,9.3,5,2S
9:39:53,9.17,9,2B
9:39:53,9.3,20,2S
9:39:53,9.22,50,SC
9:39:54,9.5,25,2S
9:39:54,9.26,1,2S
9:39:54,9.21,50,2S
9:39:55,9.2,1,2S
9:39:55,9.25,6,2S
9:39:55,9.22,19,2S
9:39:55,9.3,15,2S
9:39:55,9.3,30,2S
9:39:56,9.55,1,2S
9:39:56,9.25,3,2S
9:39:56,9.23,5,2S
9:39:56,9.2,10,2B
9:39:56,9.23,583,2B
9:39:57,9.21,50,2B
9:39:57,9.3,1,2S
9:39:57,9.21,4,2B
9:39:57,9.25,4,2S
9:39:58,9.51,44,2S
9:39:58,9.18,32,2B
9:39:58,9.12,1,2B
9:39:58,9.12,2,2B
9:39:58,9.25,100,2S
9:39:58,9.12,3,2B
9:39:58,9.12,2,2B
9:39:58,9.29,4,2S
9:39:58,9.12,5,2B
9:39:58,9.22,6,SC
9:39:58,9.12,1,2B
9:39:59,9.12,1,2B
9:39:59,9.23,10,SC
9:39:59,9.22,1473,SC
9:39:59,9.2,10,BC
9:40:00,9.25,20.44,2S
9:40:00,9.21,7,2B
9:40:00,9.2,3,2B
9:40:00,9.4,10,2S
9:40:01,9.2,10,2B
9:40:01,9.22,20,2S
9:40:01,9.21,10,2B
9:40:02,9.18,3,2B
9:40:03,9.21,73,2B
9:40:03,9.27,1,2S
9:40:03,9.3,10,2S
9:40:03,9.22,20,2S
9:40:04,9.2,20,2B
9:40:04,9.21,4,2B
9:40:04,9.2,5,2S
9:40:04,9.52,68,2S
9:40:04,8.4,5,2B
9:40:04,9.21,36,2S
9:40:04,9.2,1,2B
9:40:05,9.2,3,2B
9:40:05,9.21,2,2B
9:40:05,9.89,28.8,2S
9:40:05,9.25,100,2S
9:40:05,8.9,90,2B
9:40:05,9.21,76,2B
9:40:06,9.15,10,2B
9:40:06,9.88,66,2S
9:40:06,9.4,5,2S
9:40:06,9.24,40,2S
9:40:07,9.3,22,2S
9:40:07,9.22,20,SC
9:40:07,9.21,10,2B
9:40:07,9.25,8,2S
9:40:07,9.21,10,2S
9:40:07,9.21,5,2S
9:40:07,9.28,20,2S
9:40:07,10.1,11,2S
9:40:07,9.24,20,2S
9:40:08,9.21,3,2B
9:40:08,9.21,4,2B
9:40:08,9.21,20,2S
9:40:08,9.23,74,2S
9:40:08,9.22,3,2S
9:40:09,9.25,4,2S
9:40:09,9.16,10,2B
9:40:09,9.21,5,2S
9:40:10,9.22,20,2S
9:40:10,9.12,1,BC
9:40:10,9.12,2,BC
9:40:10,10,1,2S
9:40:10,9.22,200,2S
9:40:10,9.12,1,BC
9:40:10,9.12,5,BC
9:40:10,10.12,50,2S
9:40:11,9.28,20,SC
9:40:11,9.2,168,2S
9:40:11,9.21,16,2B
9:40:11,9.21,50,2S
9:40:11,9.21,29,2S
9:40:11,9.25,10,2S
9:40:12,9.21,1,2S
9:40:12,9.28,2,2S
9:40:12,9.22,311,2S
9:40:12,9.21,30,2S
9:40:12,9.19,13,BC
9:40:13,9.17,43,2B
9:40:13,9.21,587,2B
9:40:13,9.34,20,2S
9:40:13,9.23,10,2S
9:40:14,9.2,5,2S
9:40:14,9.19,10,2B
9:40:14,9.22,34,2B
9:40:14,10.08,35,2S
9:40:14,9.2,30,2B
9:40:14,9.4,8,2S
9:40:15,9.23,100,2S
9:40:15,9.56,161,2S
9:40:15,9.09,12,2B
9:40:15,9.22,12,2S
9:40:15,9.24,10,2S
9:40:15,9.21,36,SC
9:40:15,9.2,36,2S
9:40:15,8.52,15,2B
9:40:15,9.08,23,2B
9:40:16,9.21,176,2B
9:40:16,10.12,100,2S
9:40:16,9,2,BC
9:40:16,9.2,30,2S
9:40:16,9.5,1,2S
9:40:16,9.2,10,2S
9:40:16,9.16,200,BC
9:40:16,9.21,25,2B
9:40:17,9.15,1,2B
9:40:17,9.18,10,2B
9:40:17,9.21,5,2B
9:40:18,9.22,5,2S
9:40:18,9.2,20,2S
9:40:18,9.28,34,2S
9:40:19,9.26,3,2B
9:40:19,9.48,5,2S
9:40:20,9.2,2665,BC
9:40:20,9.21,30,2S
9:40:20,9.17,3,2B
9:40:20,8.33,20,2B
9:40:20,9.16,10,2B
9:40:20,9.18,265,2B
9:40:20,9.29,2,2S
9:40:21,9.27,86,2S
9:40:22,9.23,50,2S
9:40:22,10,30,2S
9:40:22,9.21,36,2S
9:40:22,9.21,1,2S
9:40:22,9.26,160,2S
9:40:22,9.29,20,2S
9:40:23,9.22,2,2S
9:40:23,9.24,60,2S
9:40:24,9.19,21,2B
9:40:24,9.19,242,BC
9:40:24,10.06,5,2S
9:40:24,9.21,13,2B
9:40:25,9.23,10,2S
9:40:25,9.21,3,2B
9:40:25,9.21,80,2B
9:40:25,9.21,10,2S
9:40:25,9.3,22,2S
9:40:25,9.2,6,2B
9:40:26,9.39,1,2S
9:40:26,9.22,13,2S
9:40:27,9.22,1,2S
9:40:27,9.5,5,2S
9:40:27,9.27,10,2S
9:40:27,9.21,56,2S
9:40:27,9.28,10,2S
9:40:28,9.34,20.8,2S
9:40:28,9.35,100,2S
9:40:28,9.22,4,SC
9:40:28,9.21,19,2S
9:40:28,9.15,20,2B
9:40:29,9.32,60,2S
9:40:29,9.22,8,2B
9:40:29,9.4,163,SC
9:40:29,10.12,1.73,2S
9:40:29,9.22,1000,2S
9:40:30,9.22,1,SC
9:40:30,9.17,6,BC
9:40:31,9.6,4,2S
9:40:31,9.25,9,SC
9:40:31,9.21,7,2B
9:40:31,9.22,10,2S
9:40:31,9.21,100,2S
9:40:31,9.17,1,2S
9:40:31,9.25,25,2S
9:40:31,9.33,60,2S
9:40:32,9.2,27,2B
9:40:32,9.4,6,2S
9:40:33,9.22,58,2S
9:40:33,9.21,1,2S
9:40:33,9.22,50,2S
9:40:33,10.12,425.2,2S
9:40:33,9.17,20,2B
9:40:33,9.16,10,BC
9:40:33,9.21,13,2B
9:40:34,9.16,10,2B
9:40:34,9.21,79,2S
9:40:34,9.22,100,2S
9:40:35,9.25,15,SC
9:40:36,9.18,1,2B
9:40:36,9.21,5,2B
9:40:36,9,20,2B
9:40:36,9.18,30,2B
9:40:36,9.21,20,2S
9:40:36,9.23,5,2S
9:40:37,9.3,40,2S
9:40:37,9.24,20,SC
9:40:37,9.23,17,2S
9:40:37,9.26,4,2S
9:40:37,9.29,10,2S
9:40:38,9.22,19,2B
9:40:38,9.18,40,2B
9:40:39,9.14,20,2B
9:40:39,9.22,1,2S
9:40:39,9.21,101,2B
9:40:39,9.16,54,2B
9:40:40,9.21,2662,2B
9:40:41,9.3,110,2S
9:40:41,10,10,2S
9:40:42,9.2,5,2S
9:40:42,9.21,3,2B
9:40:42,9.21,5,2B
9:40:42,9.21,10,2S
9:40:42,9.2,12,2S
9:40:42,9.07,20,2B
9:40:42,9.22,10,2S
9:40:42,9.51,33.6,2S
9:40:43,9.21,10,2S
9:40:43,9.8,4,2S
9:40:43,9.21,199,2B
9:40:43,9.48,5,2S
9:40:43,9,2,BC
9:40:43,9.12,1,BC
9:40:43,9.12,3,BC
9:40:43,9.12,2,BC
9:40:44,9.21,2,2S
9:40:44,9.5,10,2S
9:40:44,9.12,12,BC
9:40:44,9.37,10,2S
9:40:44,9.2,10,2S
9:40:44,9.21,305,2B
9:40:45,9.22,20,2S
9:40:45,9.25,21,2S
9:40:46,9.22,1,2B
9:40:46,9.2,37,2B
9:40:46,9.21,635,2S
9:40:46,9.22,5,SC
9:40:46,9.21,12,2S
9:40:46,9.3,100,2S
9:40:47,9.21,6,2B
9:40:47,9.2,30,2B
9:40:47,9.2,27,BC
9:40:47,9.31,10,2S
9:40:47,9.15,10,2B
9:40:48,9.22,1,2S
9:40:48,9.21,14,2B
9:40:48,9.18,500,2B
9:40:48,9.23,13,2S
9:40:48,9.2,10,2B
9:40:49,9.18,10,2B
9:40:49,9.25,33,2S
9:40:49,9.15,1,BC
9:40:49,9,10,2B
9:40:50,9.21,17,2S
9:40:50,10,4,2S
9:40:50,9.22,2,2S
9:40:50,8.98,23,2B
9:40:50,9.2,107,2B
9:40:50,9.21,81,2B
9:40:51,9.1,50,2B
9:40:51,9.44,18,2S
9:40:51,9.21,29.67,2S
9:40:52,9.22,10,2B
9:40:52,9.2,13,2B
9:40:52,9.22,40,2B
